year,age,mx,log_mx
1970,98,0.06412222582048396,-2.746964238485763
1970,99,0.07033706704921565,-2.654456349575387
1970,100,0.07657367512706038,-2.5695019280511007
1970,101,0.08336725223511555,-2.4844997057795597
1970,102,0.09078792667160462,-2.3992289683874297
1970,103,0.09831309406242826,-2.3195980555888567
1970,104,0.10692618931815967,-2.2356165020115975
1970,105,0.11608831608085213,-2.153404032027669
1970,106,0.12559859979496088,-2.074664173139472
1970,107,0.13909204668090547,-1.9726193586758642
1970,108,0.15259946538694655,-1.8799386634999975
1970,109,0.1636192382655093,-1.8102132684170826
1970,110,0.17810739331404546,-1.7253685773973941
1971,50,0.001085259604272461,-6.825936053998841
1971,51,0.0011700692380806506,-6.750692354076702
1971,52,0.0013100649324181127,-6.637678576266083
1971,53,0.001413142038463373,-6.5619396577108775
1971,54,0.0015209097447835514,-6.4884466068584326
1971,55,0.0016726301707075061,-6.393357938971054
1971,56,0.0018076742055177415,-6.31571422931261
1971,57,0.0019725147431592766,-6.2284460309202
1971,58,0.0021599072062665372,-6.1376900182706615
1971,59,0.0023654192224552,-6.046800011666707
1971,60,0.002589904140633514,-5.956134415294039
1971,61,0.0028248766979010738,-5.869290562096962
1971,62,0.0030160168449368495,-5.8038182436607615
1971,63,0.003275361145636541,-5.721327142497788
1971,64,0.003587378085652444,-5.630333681567231
1971,65,0.003906762611819206,-5.545046224463569
1971,66,0.0042168289143272395,-5.468671875510901
1971,67,0.004596158608522038,-5.3825344094688
1971,68,0.005076176697354968,-5.2831969193822435
1971,69,0.005572499143257198,-5.189911646449045
1971,70,0.005954579657963984,-5.123594665070244
1971,71,0.006455587083042916,-5.042809308696405
1971,72,0.007053979391879021,-4.9541633686526945
1971,73,0.007625320152277593,-4.876280970186152
1971,74,0.00836199391048792,-4.784058374284346
1971,75,0.009167366548271385,-4.692105215171774
1971,76,0.009930513540475193,-4.612143086202346
1971,77,0.010954730787676161,-4.513983880615835
1971,78,0.011798052821380639,-4.439820776264248
1971,79,0.012887228957150929,-4.351518461313109
1971,80,0.013942448660881844,-4.2728172319105475
1971,81,0.015403307813839202,-4.173172999520848
1971,82,0.016349579304058802,-4.1135531126085185
1971,83,0.017964358453050038,-4.019365569989455
1971,84,0.019388667300993145,-3.9430665433432543
1971,85,0.02153519034783897,-3.8380669215163357
1971,86,0.023451368356792925,-3.7528264336902226
1971,87,0.025185487769366376,-3.6814873325165856
1971,88,0.028022471884076052,-3.5747485234034175
1971,89,0.02991778131478999,-3.509302282542845
1971,90,0.032220144134796735,-3.435163427785936
1971,91,0.03546738626099304,-3.3391417016348144
1971,92,0.0388623465754364,-3.2477294514870416
1971,93,0.04205934941976804,-3.1686735767357233
1971,94,0.04694988838777965,-3.0586744505877803
1971,95,0.05039941102027998,-2.9877757900786532
1971,96,0.05535341839027933,-2.894016862199224
1971,97,0.06005642138775903,-2.812470802155543
1971,98,0.06340658850061633,-2.75818750337014
1971,99,0.06994072071399794,-2.6601072426531043
1971,100,0.0743765545772955,-2.598614513455181
1971,101,0.08267867053473034,-2.492793623945522
1971,102,0.09161331899206927,-2.3901786140286156
1971,103,0.09780674201625744,-2.324761767545847
1971,104,0.10670400983022092,-2.237696540966114
1971,105,0.11729439418062776,-2.143068314911188
1971,106,0.12829070061237696,-2.053456491574549
1971,107,0.13808404044826753,-1.9798927904277726
1971,108,0.15048561536355737,-1.8938877783408536
1971,109,0.16559009699707308,-1.7982398395614256
1971,110,0.17928311586895312,-1.7187890697378105
1972,50,0.001078093904353016,-6.832560700499729
1972,51,0.001170944582595542,-6.749944520340775
1972,52,0.001277105095990075,-6.6631594061872885
1972,53,0.0014149042421002771,-6.560693423604252
1972,54,0.0015053079035062496,-6.498757814659032
1972,55,0.0016350148959498306,-6.416103364001743
1972,56,0.0018151822057133132,-6.3115694274811815
1972,57,0.001934777895331098,-6.247762741863065
1972,58,0.0021581436660373012,-6.138506840665507
1972,59,0.002305061980091526,-6.072647713484399
1972,60,0.002516295898752193,-5.984967340241836
1972,61,0.0027576691894676863,-5.89336945261087
1972,62,0.0030167516517990386,-5.803574638468147
1972,63,0.0032772987461159543,-5.7207357489056
1972,64,0.0035254679880072125,-5.6477420889748355
1972,65,0.003831993850013827,-5.564370023777257
1972,66,0.004201847334018494,-5.472231008961728
1972,67,0.0045649005764565875,-5.389358544699965
1972,68,0.0049314191786818265,-5.312128466494582
1972,69,0.005425753719837451,-5.216598454673873
1972,70,0.005941672977487819,-5.125764539220664
1972,71,0.006415485072795474,-5.04904066837254
1972,72,0.007082943293437766,-4.9500657382517685
1972,73,0.007622867146343311,-4.876602714129534
1972,74,0.00825229557825824,-4.797263865430341
1972,75,0.009007447115492942,-4.709703586522965
1972,76,0.00974201957660593,-4.631306834093961
1972,77,0.010556444894502198,-4.551018715103548
1972,78,0.011667589021396942,-4.4509404503089485
1972,79,0.012534903590852757,-4.379238238597887
1972,80,0.01371467769370272,-4.289288655145577
1972,81,0.014971636978027062,-4.201597735959328
1972,82,0.016377371333588398,-4.1118546936804545
1972,83,0.01784389019121602,-4.026094115556169
1972,84,0.019348052704553927,-3.945163499994
1972,85,0.020650436702812348,-3.8800188119627586
1972,86,0.022873604791415755,-3.7777716624056783
1972,87,0.024761602064542716,-3.6984611295213488
1972,88,0.027138030077481036,-3.6068192109429376
1972,89,0.029873231301038385,-3.5107924737955702
1972,90,0.03246289635278557,-3.427657492509529
1972,91,0.03513693464244607,-3.348502432741724
1972,92,0.03836352512062105,-3.2606481374481513
1972,93,0.040942369729795855,-3.1955898174296244
1972,94,0.045331321536721696,-3.0937570607653546
1972,95,0.04956548137090087,-3.004460627632788
1972,96,0.053249492322748664,-2.9327670082831454
1972,97,0.058621376665608446,-2.8366558594031863
1972,98,0.06332253576564355,-2.759513997935368
1972,99,0.06989922843643132,-2.6607006679087104
1972,100,0.07618264885283868,-2.5746215475616587
1972,101,0.08158959263704364,-2.5060535663588484
1972,102,0.09062034709450477,-2.4010765095308293
1972,103,0.09704247221830095,-2.3326065383899324
1972,104,0.10805809391682064,-2.2250862898406054
1972,105,0.11467866517798737,-2.1656212775709185
1972,106,0.125547868316784,-2.0750681722818713
1972,107,0.13689051390449736,-1.9885738412397704
1972,108,0.1476052651209339,-1.913213695900937
1972,109,0.15914181903275584,-1.8379595307049879
1972,110,0.17487186471295837,-1.7437017748894028
1973,50,0.0010844367483938714,-6.826694552686484
1973,51,0.0011806679366027264,-6.741674952680873
1973,52,0.0013093298106831048,-6.63823986757679
1973,53,0.0014109775616410966,-6.56347250868929
1973,54,0.001539365742325707,-6.476384803025082
1973,55,0.0016784015446404436,-6.389913400017348
1973,56,0.0017954814669361285,-6.322482066302882
1973,57,0.001975051856142,-6.227160624699311
1973,58,0.0021508208528213664,-6.141905717696652
1973,59,0.0023344089348255573,-6.059996552741821
1973,60,0.002517879488010625,-5.984338204707611
1973,61,0.002784268522652004,-5.883770089059156
1973,62,0.0029676273576587572,-5.81999251490896
1973,63,0.0032542984572974626,-5.727778554263033
1973,64,0.0035475386001020104,-5.641501268058474
1973,65,0.0038776374963598666,-5.552529203488149
1973,66,0.004274889774585549,-5.454996960648498
1973,67,0.004692259314755403,-5.361841082293671
1973,68,0.0051118958621639635,-5.276184933365581
1973,69,0.005514659919463318,-5.200345292826551
1973,70,0.0059819364167067925,-5.119010947933713
1973,71,0.0063343164265867264,-5.061773375279463
1973,72,0.007139541715811444,-4.942106690151201
1973,73,0.007890321312447494,-4.842118420942465
1973,74,0.008405415131830948,-4.778879122284629
1973,75,0.009131114758073116,-4.696067493463586
1973,76,0.009987500394976203,-4.606420928342691
1973,77,0.010876817377942386,-4.521121600756488
1973,78,0.01177167892717721,-4.442058723262744
1973,79,0.012750994055600555,-4.362146045271684
1973,80,0.013984715517417971,-4.269790294514523
1973,81,0.01496373340060201,-4.202125778706669
1973,82,0.016208294654906356,-4.122232152044169
1973,83,0.018227961819242827,-4.004798500204001
1973,84,0.019487374202429016,-3.937988499914574
1973,85,0.0214667869381495,-3.8412483318468063
1973,86,0.02356808184108603,-3.7478619467167196
1973,87,0.02557333471326854,-3.666205083115138
1973,88,0.02735265133949086,-3.5989418136977935
1973,89,0.030041955841001184,-3.5051603463161096
1973,90,0.03222319460517628,-3.435068756391143
1973,91,0.035456325141234105,-3.339453617625389
1973,92,0.03904862099684633,-3.2429477171011323
1973,93,0.0420840014236389,-3.168087624207589
1973,94,0.04451533334595049,-3.111921579588483
1973,95,0.0487563165009376,-3.020920520681649
1973,96,0.05385695426443634,-2.921423742316912
1973,97,0.05990019790049304,-2.815075470018227
1973,98,0.06447891331380114,-2.7414170339995825
1973,99,0.0701587213840367,-2.656995155371094
1973,100,0.07527798442441272,-2.5865675584469185
1973,101,0.08316376273381748,-2.4869435700965337
1973,102,0.0883755784194808,-2.4261596097290448
1973,103,0.09876721465453087,-2.314989564778348
1973,104,0.1084337943143313,-2.2216154828950287
1973,105,0.11571977307249137,-2.156583759881212
1973,106,0.12840525961465596,-2.0525639258342605
1973,107,0.13729727129670263,-1.9856068404282619
1973,108,0.15077989733693248,-1.891934139078688
1973,109,0.16369223204002478,-1.8097672481437483
1973,110,0.17862454117294282,-1.7224692113963265
1974,50,0.0010910128809833296,-6.82064876561673
1974,51,0.001169430805271365,-6.751238139768776
1974,52,0.0012468803744482785,-6.687110547560876
1974,53,0.0014081015623173757,-6.565512891520016
1974,54,0.0015310188808426927,-6.481821830022938
1974,55,0.0016569017933779182,-6.402805810020173
1974,56,0.0017908895397498958,-6.325042832987076
1974,57,0.001992277450968223,-6.218476846904084
1974,58,0.0020968206787574327,-6.167333043948465
1974,59,0.002305852762953287,-6.072304708716979
1974,60,0.0024933592579056505,-5.994124378162173
1974,61,0.0027649081748896166,-5.890747854364137
1974,62,0.0029850871085148525,-5.814126350481333
1974,63,0.00333477849036784,-5.703349021500243
1974,64,0.0035554172206276116,-5.639282860973999
1974,65,0.003860923036970664,-5.556848995343243
1974,66,0.004237702917480934,-5.463733921290879
1974,67,0.0045538470698373865,-5.391782893407011
1974,68,0.004940444274211469,-5.3103000177752255
1974,69,0.00546653200932964,-5.2091108655631775
1974,70,0.005890872798183659,-5.134351109243413
1974,71,0.006508142590349139,-5.034701179854743
1974,72,0.007040239245180249,-4.956113125699242
1974,73,0.007648110042019966,-4.873296714997117
1974,74,0.008322634549995305,-4.788776421629221
1974,75,0.009046982263153662,-4.705324028462875
1974,76,0.009898365464469512,-4.615385640071897
1974,77,0.010690142913536716,-4.538433185134947
1974,78,0.011458333784359648,-4.469037972301216
1974,79,0.01273141237098207,-4.3636829243360085
1974,80,0.013786479732360106,-4.284066896606787
1974,81,0.014872667728613868,-4.208230131197182
1974,82,0.016545285600540548,-4.101654075712185
1974,83,0.01780522394639598,-4.028263384606363
1974,84,0.019122047882248635,-3.95691327028224
1974,85,0.021169187379296784,-3.8552085800564324
1974,86,0.022909386017193,-3.7762085826491836
1974,87,0.024687051647142248,-3.701476397614127
1974,88,0.027423936316048315,-3.5963390587672355
1974,89,0.029452793543883374,-3.5249665162054953
1974,90,0.032638026370544575,-3.4222772173031166
1974,91,0.03496401743157479,-3.3534358197062235
1974,92,0.038786211803872234,-3.2496904613899082
1974,93,0.04199491706164915,-3.17020669036425
1974,94,0.04557596310495152,-3.088374826332378
1974,95,0.04919224552623568,-3.012019279161206
1974,96,0.05445324589608067,-2.910412818963376
1974,97,0.059046773968012986,-2.829425370040931
1974,98,0.06373095288279983,-2.7530849178957553
1974,99,0.07004239675882784,-2.65865455229235
1974,100,0.07504129277747758,-2.589716746587715
1974,101,0.08149133496473379,-2.5072585838387527
1974,102,0.08977788621489045,-2.410416589958864
1974,103,0.09790577351969834,-2.3237497575410524
1974,104,0.10697267410082613,-2.235181859371097
1974,105,0.11604114446656957,-2.1538104570873804
1974,106,0.12783002968215876,-2.0570537906019775
1974,107,0.13569223144260198,-1.9973659618080328
1974,108,0.15050218710291083,-1.893777662653544
1974,109,0.16329375945837402,-1.8122044949326668
1974,110,0.17980203917200524,-1.715898815674084
1975,50,0.001039164095191336,-6.869338643636504
1975,51,0.0011478222335740342,-6.769888841878182
1975,52,0.0012376525828713893,-6.69453877183215
1975,53,0.0013449262177892135,-6.611416124095311
1975,54,0.0014496936620021484,-6.536403012454519
1975,55,0.0015866789126700194,-6.446112181367362
1975,56,0.0016967751342173054,-6.379025809337148
1975,57,0.0018623075622193985,-6.2859389353469854
1975,58,0.0020579771431709034,-6.186031747962906
1975,59,0.0021868494738674217,-6.125293367334602
1975,60,0.0024258513072970655,-6.021572761642433
1975,61,0.0026390841403635904,-5.937323338542315
1975,62,0.0028839030011801685,-5.848610693557725
1975,63,0.0030749560887004326,-5.784464657923038
1975,64,0.0033365755201711445,-5.702810291328248
1975,65,0.0037484754794246756,-5.586406060479214
1975,66,0.0040404690852243585,-5.511394483545297
1975,67,0.004412119641689232,-5.423400060621915
1975,68,0.004861854321394491,-5.32633536622848
1975,69,0.005217362354193509,-5.255763300924213
1975,70,0.0055600778431780205,-5.192143170246067
1975,71,0.006154187312564087,-5.090622565014773
1975,72,0.00677634140799787,-4.9943179380141345
1975,73,0.00728632635332555,-4.921755789561729
1975,74,0.007942474516645549,-4.835530400306008
1975,75,0.008621318428657222,-4.753517256041953
1975,76,0.009582440922398424,-4.647822925883964
1975,77,0.010409164498931686,-4.565068659044841
1975,78,0.010991866314827785,-4.510599705618698
1975,79,0.012419855800253852,-4.3884588128297235
1975,80,0.013164354665637605,-4.330242506176646
1975,81,0.01473948560381533,-4.2172252908071455
1975,82,0.015519763161264773,-4.165641024571288
1975,83,0.017309747211578005,-4.056485513506776
1975,84,0.018533674076098437,-3.9881659811617247
1975,85,0.02026097024820489,-3.899058891465987
1975,86,0.022288867502815408,-3.803667940285804
1975,87,0.023875600409535673,-3.734898244888171
1975,88,0.026269451506197125,-3.639348554596793
1975,89,0.028597755614671292,-3.554427039247148
1975,90,0.03141125469314489,-3.4605890205705254
1975,91,0.03425800189697172,-3.3738351095332435
1975,92,0.03748885697279699,-3.283711537554886
1975,93,0.0401769038423351,-3.214462979748699
1975,94,0.043787168348823326,-3.1284144645934484
1975,95,0.0472082024810074,-3.0531876201115864
1975,96,0.051294563883927495,-2.9701704995952336
1975,97,0.05553657974720505,-2.8907133807929313
1975,98,0.06112926758993858,-2.7947645162019157
1975,99,0.06680765177399692,-2.7059376574846787
1975,100,0.07263564418069386,-2.622299510959867
1975,101,0.07951827097191552,-2.531768460181129
1975,102,0.08491847154872566,-2.46606364102873
1975,103,0.09535241304310393,-2.3501756400393194
1975,104,0.10234246494380654,-2.2794305900655987
1975,105,0.11230132207225879,-2.186569644624412
1975,106,0.12135329356766932,-2.109049206117523
1975,107,0.13051503740440548,-2.0362668297052253
1975,108,0.142878546573776,-1.945760334261678
1975,109,0.15099863301996272,-1.890484495056119
1975,110,0.17027114117700304,-1.7703631644107527
1976,50,0.0010289092935840888,-6.879255976079723
1976,51,0.0010874217803854157,-6.823945723670616
1976,52,0.0012039204884993126,-6.7221719737286065
1976,53,0.0013077591267677147,-6.639440196752845
1976,54,0.001410208101935081,-6.564017995457516
1976,55,0.0015321738774262627,-6.481067717089505
1976,56,0.0016729927618589755,-6.393141183430936
1976,57,0.0018611750487328674,-6.2865472440943515
1976,58,0.0020263215566264157,-6.201533170731567
1976,59,0.002153231415351737,-6.1407855813078625
1976,60,0.002374298061421873,-6.04305343826548
1976,61,0.00260153859940211,-5.951652239980118
1976,62,0.0028281583970401402,-5.8681295222475365
1976,63,0.0030228025100765433,-5.801570894436771
1976,64,0.0033212871848857556,-5.707402864901513
1976,65,0.003585908295068282,-5.630743477169058
1976,66,0.004000955743989326,-5.521222010405574
1976,67,0.00442522982815424,-5.420433063305075
1976,68,0.004692054038575093,-5.361884831084363
1976,69,0.00500237266755477,-5.297842945592503
1976,70,0.005610022818505613,-5.183200491985998
1976,71,0.0061529861580061325,-5.090817760859642
1976,72,0.006693627003447482,-5.006599398772145
1976,73,0.007192332738171741,-4.934739717842447
1976,74,0.007859062381978213,-4.846087969481274
1976,75,0.008519159553712958,-4.765437586936949
1976,76,0.009333169951584083,-4.67418056281568
1976,77,0.010183648041898172,-4.586971978232117
1976,78,0.010900769489873193,-4.518921896837567
1976,79,0.011887697940087276,-4.432251200137814
1976,80,0.01297406627472729,-4.34480281593183
1976,81,0.01414082724041818,-4.258689116659335
1976,82,0.015460470315053192,-4.169468814872052
1976,83,0.01698882455769941,-4.075199530053069
1976,84,0.01805284801848081,-4.014451821692599
1976,85,0.020096671777818632,-3.9072010608206202
1976,86,0.021636875248326255,-3.833356232457548
1976,87,0.022936005160211576,-3.775047325418029
1976,88,0.025594617187157595,-3.665373215732298
1976,89,0.02790037957405391,-3.579114985442562
1976,90,0.030626059341762615,-3.48590401996406
1976,91,0.03335690348152669,-3.400490527096916
1976,92,0.03610045619098032,-3.3214497768538855
1976,93,0.03898686196956009,-3.2445305621821854
1976,94,0.04320243369954803,-3.141858449681179
1976,95,0.04627481470245215,-3.0731574247995903
1976,96,0.05012323555965537,-2.993270594779847
1976,97,0.054869313129475614,-2.902801046132933
1976,98,0.059798651726759515,-2.8167721646549833
1976,99,0.06538076044079542,-2.727527246661706
1976,100,0.0709439141626551,-2.6458656554799687
1976,101,0.07730243436028535,-2.560029831513544
1976,102,0.08509645658448142,-2.463969882524917
1976,103,0.09269681976892011,-2.378421113698707
1976,104,0.10065488474677033,-2.296057596064336
1976,105,0.10866553862685266,-2.219480567071904
1976,106,0.11788346876519527,-2.138058695305382
1976,107,0.12890187013883483,-2.0487038606951136
1976,108,0.14045711476171316,-1.9628530698141318
1976,109,0.15443659574798407,-1.8679716503828878
1976,110,0.16626235285736232,-1.79418829930507
1977,50,0.000970725129838296,-6.937467209213729
1977,51,0.001084699152854996,-6.826452608913156
1977,52,0.001149508210477879,-6.768421071135064
1977,53,0.0012473519293101708,-6.686732431323026
1977,54,0.0013712793287622817,-6.592011158262791
1977,55,0.0015238979095545887,-6.486483812442752
1977,56,0.0016317045804399727,-6.418130055713028
1977,57,0.0017799536091669009,-6.331167977283556
1977,58,0.0019019795050520662,-6.264860090389094
1977,59,0.0020723278721187653,-6.179082727663881
1977,60,0.0022901953246764173,-6.079118170434845
1977,61,0.0024820496732865078,-5.998670578988824
1977,62,0.0027252425263820765,-5.905197854320056
1977,63,0.0029230747538431822,-5.835119218823843
1977,64,0.0032517434732315734,-5.728563973178101
1977,65,0.0035510223704134053,-5.640519725290704
1977,66,0.0037553885785240487,-5.584563516157568
1977,67,0.004162484747409664,-5.481643087968255
1977,68,0.004508067546560742,-5.4018866992077355
1977,69,0.004993249398670884,-5.299668399047402
1977,70,0.00537048977223784,-5.226836169361867
1977,71,0.005889630928763649,-5.134561943933235
1977,72,0.00634646593846072,-5.0598571661305565
1977,73,0.00693653733997749,-4.9709525713429406
1977,74,0.0076905252412200545,-4.867766195947888
1977,75,0.008368079647403872,-4.78333085361167
1977,76,0.008773154853190263,-4.736058804881415
1977,77,0.009752008392341449,-4.630282026227096
1977,78,0.010602329144017044,-4.5466815714336954
1977,79,0.01139213228122104,-4.474832312615446
1977,80,0.012440792004960281,-4.386774527704105
1977,81,0.013674191128499493,-4.29224508207619
1977,82,0.01500255985841308,-4.199534435212676
1977,83,0.016262989552285896,-4.118863332458347
1977,84,0.01753981554909308,-4.0432818081086115
1977,85,0.018973611789813438,-3.9647061183338947
1977,86,0.020444786366173726,-3.890027374416812
1977,87,0.023082180750447268,-3.768694355217978
1977,88,0.024608535567075672,-3.704661921954103
1977,89,0.026710760639916734,-3.6226887745451686
1977,90,0.02943066292938407,-3.525718191357288
1977,91,0.03190624827375838,-3.4449534177207566
1977,92,0.034760936217747916,-3.359261045180452
1977,93,0.038100694505957246,-3.267522768512804
1977,94,0.04100929053262834,-3.1939566395905703
1977,95,0.04439309373012297,-3.11467136826144
1977,96,0.048775855273419724,-3.020519857548899
1977,97,0.05321374223506421,-2.93343860330234
1977,98,0.05726997427557701,-2.8599788017544534
1977,99,0.06234038808547081,-2.775145779358011
1977,100,0.06791025055337845,-2.689568290371586
1977,101,0.0753255229717808,-2.585936251118572
1977,102,0.08247580146574447,-2.4952503442336598
1977,103,0.08969325928603887,-2.4113596600539204
1977,104,0.09553852625930584,-2.3482256965181314
1977,105,0.10424290490567842,-2.2610314790780284
1977,106,0.11283072169856438,-2.1818666215164737
1977,107,0.1267260016168821,-2.065727990793195
1977,108,0.13480355118209206,-2.003936736770128
1977,109,0.14741995351460094,-1.9144699385473163
1977,110,0.15979655721505812,-1.8338537902183525
1978,50,0.0009808054243656274,-6.92713646224539
1978,51,0.0010724022838294114,-6.837854021961497
1978,52,0.001164141481139516,-6.755771389688456
1978,53,0.0012491377167598834,-6.685301792299861
1978,54,0.0013960539724866686,-6.574105613149587
1978,55,0.0015272750586457291,-6.484270138878232
1978,56,0.0016666319115550003,-6.3969505085005745
1978,57,0.0018252110449287209,-6.3060596575767605
1978,58,0.00197506706751471,-6.2271529229703235
1978,59,0.0021284253201095914,-6.152372859001229
1978,60,0.0023315534027089344,-6.061220537106268
1978,61,0.0025112828926337543,-5.986961543808912
1978,62,0.0027705104633325736,-5.888723692969335
1978,63,0.0029839024351999686,-5.8145232931537105
1978,64,0.003183096188090192,-5.749900911820462
1978,65,0.003545891191704677,-5.641965756599364
1978,66,0.0038640547952867687,-5.556038181757578
1978,67,0.004155172733992386,-5.483401278977496
1978,68,0.004599036038235904,-5.381908554352442
1978,69,0.005042867844597369,-5.289780341942333
1978,70,0.0053631098539433635,-5.228211275517192
1978,71,0.005951626867572802,-5.124090673676409
1978,72,0.006486861692013989,-5.037976425771791
1978,73,0.006935139435673862,-4.97115411933616
1978,74,0.007588804494890888,-4.881081210535249
1978,75,0.008208522985531009,-4.802582276022742
1978,76,0.008982855842835433,-4.712437424639028
1978,77,0.00983163210660582,-4.622150325379638
1978,78,0.010834843493009482,-4.524988088675021
1978,79,0.01158505421465878,-4.458039441379893
1978,80,0.012497870572984458,-4.382197003347043
1978,81,0.013392039589779862,-4.313094809013292
1978,82,0.014945502913774118,-4.203344832840579
1978,83,0.016166973576816658,-4.1247847857540165
1978,84,0.017867095375534513,-4.024794504962044
1978,85,0.01946073982100614,-3.939356185423486
1978,86,0.020805878505835176,-3.8725197117316625
1978,87,0.023097580640856583,-3.768027401101447
1978,88,0.025002832134532346,-3.6887661751489467
1978,89,0.027209688643215966,-3.604182168986153
1978,90,0.029544546395763035,-3.521856107297347
1978,91,0.03264556739624509,-3.4220461936936934
1978,92,0.035412000260566685,-3.340704525875188
1978,93,0.0383969167430389,-3.259778115762152
1978,94,0.04220818934683439,-3.1651410164159195
1978,95,0.04544270409690771,-3.091302997164936
1978,96,0.049525705980001555,-3.005263431476377
1978,97,0.05413376089600584,-2.9162972416286297
1978,98,0.05846340007802078,-2.8393543602304594
1978,99,0.06305988749419181,-2.7636704089741433
1978,100,0.07072007126496288,-2.6490258529473336
1978,101,0.07636581643976272,-2.572220111734712
1978,102,0.08129711693731896,-2.5096447250827616
1978,103,0.08878989954806801,-2.4214823792813953
1978,104,0.09658742208569697,-2.337306752393427
1978,105,0.10467584424115665,-2.256886901753289
1978,106,0.11613180289836697,-2.153029501016193
1978,107,0.12788434967371318,-2.056628941655209
1978,108,0.13768608926123055,-1.9827789004186431
1978,109,0.15166842803165032,-1.8860585353712347
1978,110,0.16189082681863604,-1.820833079455113
1979,50,0.0009692314799099736,-6.939007089246061
1979,51,0.001065270928218279,-6.8445261194798634
1979,52,0.0011720508567986067,-6.7490001955959
1979,53,0.0012714394309441635,-6.667605610143793
1979,54,0.001388491088028727,-6.579537669654491
1979,55,0.0014902398551112275,-6.508818195395393
1979,56,0.0016440138890279816,-6.410614534069978
1979,57,0.00179951354034351,-6.320238905970297
1979,58,0.0019418670046789527,-6.244105395145579
1979,59,0.002073241347678566,-6.178642027954793
1979,60,0.0022952403972925097,-6.076917692679743
1979,61,0.002497916576859453,-5.992298263809406
1979,62,0.0026947179359291754,-5.91646174209151
1979,63,0.0029232802819369056,-5.835048909000868
1979,64,0.003189584895496467,-5.747864497456226
1979,65,0.003541333211635666,-5.643252009281098
1979,66,0.003816540111421759,-5.568410996779208
1979,67,0.00421952857081102,-5.468031870252545
1979,68,0.004437292820002567,-5.417710813720668
1979,69,0.004939376855561308,-5.310516098337878
1979,70,0.005441288675078808,-5.213739357366756
1979,71,0.005937737528718121,-5.126427105584813
1979,72,0.006313075923128805,-5.0651322531952125
1979,73,0.007021154534464989,-4.958827610868071
1979,74,0.00760612431707021,-4.878801525004039
1979,75,0.008288240439003504,-4.792917583388279
1979,76,0.008936600142321368,-4.717600059407553
1979,77,0.00980719135298269,-4.624639350884803
1979,78,0.010667115366610164,-4.540589600115551
1979,79,0.011438562690628946,-4.470764939854753
1979,80,0.012194616464572736,-4.40676069802836
1979,81,0.013796773643408464,-4.283320508108954
1979,82,0.015009454212292689,-4.199074995603949
1979,83,0.016289805502467947,-4.117215796128354
1979,84,0.017532769873007212,-4.043683584943473
1979,85,0.019087911168493565,-3.958700067425463
1979,86,0.02054011504196434,-3.885375473622807
1979,87,0.02308887396456809,-3.7684044240388435
1979,88,0.0247118891506724,-3.7004708090236833
1979,89,0.027155448954127456,-3.606177554613126
1979,90,0.02921457116612082,-3.5330876816348686
1979,91,0.031175731079066658,-3.468115336878921
1979,92,0.03502629687999444,-3.351656160178479
1979,93,0.038296110041615636,-3.262406953446725
1979,94,0.04196321642096544,-3.1709618439360416
